"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Mexico","MEX","Agricultural machinery, tractors","AG.AGR.TRAC.NO","","56000","60000","64000","68000","72000","76000","80150","83900","87600","91354","92800","94300","95700","97200","98700","100100","101611","108259","114000","115057","143078","146083","152319","155000","178571","202141","225712","250000","272900","300000","317313","312408","307503","302597","297692","292787","287882","282977","278072","273166","268261","263356","258451","253546","248640","243735","238830","","","","","","","",
"Mexico","MEX","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389.080272073856","514.805395518081","405.438622858056","411.965056140633","529.385080976045","433.620958647309","266.113820581953","234.557701435468","333.356469986988","365.686120465234","265.269874830045","","",
"Mexico","MEX","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3082833340527","66.7979439015104","73.2942038985682","79.2370071299717","69.0771800582491","75.0823194078108","52.1851991614256","51.9531308900524","78.2974077384753","89.2016114982578","72.0290506657444","","",
"Mexico","MEX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","983160","981790","981090","980490","979790","979140","978390","977690","977090","976350","969380","971500","974000","975510","975510","975510","976010","981980","979980","981800","982100","983150","1010200","1010310","1014350","1014410","1025500","1030510","1040500","1051510","1061540","1061770","1061800","1061900","1061950","1063100","1063100","1063250","1063260","1063300","1065500","1049000","1045000","1041000","1035000","1025000","1023810","1029020","1028330","1029820","1031660","1067050","","",
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","","50.5753748810412","50.5048998173821","50.468890660768","50.4380256693845","50.4020165127704","50.3685794387716","50.3299981995422","50.2939890429281","50.2631240515445","50.2250572288382","49.8665089122663","49.9755652151547","50.1041693459194","50.1818462409013","50.1818462409013","50.1818462409013","50.2075670670542","50.5146737313203","50.4117904267085","50.5054142339052","50.520846729597","50.5748604645181","51.966357159392","51.9720157411456","52.1798400164613","52.1829265155997","52.7534144396718","53.0111371177242","53.5250392242599","54.0914118161475","54.6073715887754","54.6192031688058","54.620746418375","54.6258905836055","54.6284626662208","54.6876205663726","54.6876205663726","54.6953368142185","54.6958512307415","54.6979088968338","54.8110805319067","53.9622932688598","53.7565266596363","53.5507600504128","53.2421101365776","52.7276936135189","52.6664780472749","52.9344890557885","52.8989943156974","52.9756423776332","53.070295017876","54.8908150929808","","",
"Mexico","MEX","Arable land (hectares)","AG.LND.ARBL.HA","","19507000","19340000","19260000","19180000","19100000","19020000","18930000","18850000","18770000","17688000","17689000","17684000","17719000","17688000","17712000","17736000","17782000","17785000","17585000","17654000","17594000","17790000","18322000","18232000","18625000","18336000","19226000","19689000","20645000","21697000","22411000","22472000","22519000","22539000","22550000","22707000","22772000","22817000","22904000","22889000","23134000","25100000","25100000","25100000","25000000","24500000","24453000","25152000","25073000","25307000","25491000","23132000","","",
"Mexico","MEX","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.48841652618046","0.469026430633683","0.452494662278048","0.436589793932804","0.421272478002133","0.406553227628639","0.392213771381763","0.37860825973788","0.365453481821542","0.333810559638838","0.323565256338716","0.313569433526818","0.304682662492118","0.295137731024574","0.287027518098882","0.279367817218093","0.272473906624133","0.26539678520554","0.255910450872011","0.250934526428882","0.244645576152638","0.242318625564397","0.244683763796648","0.238791563805245","0.239213420549754","0.230902275069941","0.237360442251418","0.238263700568178","0.244820986645534","0.252064999845952","0.254988918318827","0.250362319018191","0.24569623531046","0.240951678631631","0.236391385595999","0.233607426747066","0.230093278715852","0.226631473713346","0.223853797746041","0.220354338903433","0.219612939172124","0.235186834529599","0.232286291614321","0.229471972192751","0.225770683127722","0.218522319254258","0.215388346562941","0.218773845485875","0.215361684630166","0.214672762433232","0.213561801929442","0.191414836074732","","",
"Mexico","MEX","Arable land (% of land area)","AG.LND.ARBL.ZS","","10.0347231153065","9.94881555595566","9.90766223411096","9.86650891226626","9.82535559042156","9.78420226857687","9.73790478150158","9.69675145965688","9.65559813781219","9.09899945986265","9.09951387638571","9.09694179377042","9.11494637207747","9.09899945986265","9.11134545641606","9.12369145296947","9.14735461303017","9.14889786259935","9.0460145579876","9.08150929807866","9.05064430669513","9.15146994521464","9.42513953548188","9.37884204840659","9.58100774196867","9.4323413668047","9.89017207232696","10.1283469225032","10.6201291185473","11.1612953008051","11.528588698269","11.5599681061756","11.5841456827593","11.5944340132205","11.6000925949742","11.6808559890944","11.7142930630932","11.7374418066308","11.7821960441369","11.7744797962911","11.9005118444404","12.9118547287739","12.9118547287739","12.9118547287739","12.860413076468","12.6032048149387","12.5790272383549","12.9386043879729","12.8979654826513","13.018338949047","13.1129915892899","11.8994830113943","","",
"Mexico","MEX","Land under cereal production (hectares)","AG.LND.CREL.HA","","7708027","7652725","8440920","8994221","9350458","10068011","9529213","9735738","9273880","9739619","9677067","9510017","9898325","9058706","9527778","9525942","10097560","9850363","7791365","9535719","10742116","8385699","10387630","10099758","11272323","9735910","10205982","9682610","9746785","10543921","9754127","9928776","9547673","10646413","10669667","11481873","10477310","11035255","10130919","10139789","10878643","9877131","10572308","10496782","9282902","10007761","10234516","10460880","9112577","9977156","8768533","9735308","9807271","",
"Mexico","MEX","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.673885645206924","0.689318140898686","0.694462306129273","0.704750636590447","0.709894801821034","0.717611049666915","0.725327297512796","0.730471462743383","0.740759793204558","0.745903958435145","0.766480619357494","0.784485197664549","0.807119524679133","0.812778106432779","0.815350189048072","0.817922271663366","0.835412433447362","0.848787263046889","0.864219758738651","0.933665989351578","1.06895753491602","1.03397721134803","1.04220787571697","1.04015020962473","0.994881555595566","1.09519277759202","1.15435067774377","1.12502893592942","1.09879369325343","1.07513053319273","1.17544175518918","1.17544175518918","1.18470125260423","1.20784999614188","1.23562848838705","1.23974382057152","1.23974382057152","1.25003215103269","1.23922940404846","1.28038272589316","1.29067105635433","1.23459965534093","1.2860413076468","1.33748295995267","1.33748295995267","1.33748295995267","1.40950127318089","1.41464543841148","1.41978960364207","1.37624938913038","1.37606419918208","1.37657861570514","","",
