"Country Name","Country Code","Region","IncomeGroup","SpecialNotes",
"India","IND","South Asia","Lower middle income","Fiscal year end: March 31; reporting period for national accounts data: FY. April 2013 database update: The India Central Statistical Office revised historical data series both current and constant going back to 1960 with 2004–05 as the base.",
